id,datetime,consumption,cluster
0,2019-04-30,270,6
0,2019-05-01,143,6
0,2019-05-02,276,6
0,2019-05-03,229,6
0,2019-05-04,302,6
0,2019-05-05,351,6
0,2019-05-06,321,6
0,2019-05-07,268,6
0,2019-05-08,177,6
0,2019-05-09,299,6
0,2019-05-10,338,6
0,2019-05-11,288,6
0,2019-05-12,463,6
0,2019-05-13,277,6
0,2019-05-14,332,6
0,2019-05-15,320,6
0,2019-05-16,410,6
0,2019-05-17,333,6
0,2019-05-18,224,6
0,2019-05-19,344,6
0,2019-05-20,382,6
0,2019-05-21,367,6
0,2019-05-22,372,6
0,2019-05-23,130,6
0,2019-05-24,134,6
0,2019-05-25,127,6
0,2019-05-26,336,6
0,2019-05-27,409,6
0,2019-05-28,208,6
0,2019-05-29,319,6
0,2019-05-30,143,6
0,2019-05-31,268,6
0,2019-06-01,243,6
0,2019-06-02,300,6
0,2019-06-03,331,6
0,2019-06-04,260,6
0,2019-06-05,518,6
0,2019-06-06,266,6
0,2019-06-07,148,6
0,2019-06-08,218,6
0,2019-06-09,549,6
0,2019-06-10,268,6
0,2019-06-11,241,6
0,2019-06-12,403,6
0,2019-06-13,279,6
0,2019-06-14,255,6
0,2019-06-15,154,6
0,2019-06-16,301,6
0,2019-06-17,210,6
0,2019-06-18,125,6
0,2019-06-19,104,6
0,2019-06-20,383,6
0,2019-06-21,198,6
0,2019-06-22,229,6
0,2019-06-23,526,6
0,2019-06-24,156,6
0,2019-06-25,470,6
0,2019-06-26,465,6
0,2019-06-27,386,6
0,2019-06-28,291,6
0,2019-06-29,450,6
0,2019-06-30,388,6
0,2019-07-01,341,6
0,2019-07-02,276,6
0,2019-07-03,184,6
0,2019-07-04,170,6
0,2019-07-05,354,6
0,2019-07-06,460,6
0,2019-07-07,351,6
0,2019-07-08,221,6
0,2019-07-09,539,6
0,2019-07-10,150,6
0,2019-07-11,178,6
0,2019-07-12,388,6
0,2019-07-13,245,6
0,2019-07-14,547,6
0,2019-07-15,229,6
0,2019-07-16,546,6
0,2019-07-17,295,6
0,2019-07-18,251,6
0,2019-07-19,194,6
0,2019-07-20,383,6
0,2019-07-21,349,6
0,2019-07-22,212,6
0,2019-07-23,272,6
0,2019-07-24,409,6
0,2019-07-25,250,6
0,2019-07-26,315,6
0,2019-07-27,313,6
0,2019-07-28,363,6
0,2019-07-29,249,6
0,2019-07-30,174,6
0,2019-07-31,391,6
0,2019-08-01,272,6
0,2019-08-02,292,6
0,2019-08-03,330,6
0,2019-08-04,222,6
0,2019-08-05,229,6
0,2019-08-06,264,6
0,2019-08-07,393,6
0,2019-08-08,298,6
0,2019-08-09,426,6
0,2019-08-10,159,6
0,2019-08-11,341,6
0,2019-08-12,418,6
0,2019-08-13,266,6
0,2019-08-14,217,6
0,2019-08-15,519,6
0,2019-08-16,367,6
0,2019-08-17,261,6
0,2019-08-18,203,6
0,2019-08-19,0,6
0,2019-08-20,0,6
0,2019-08-21,0,6
0,2019-08-22,0,6
0,2019-08-23,0,6
0,2019-08-24,0,6
0,2019-08-25,0,6
0,2019-08-26,0,6
0,2019-08-27,0,6
0,2019-08-28,0,6
0,2019-08-29,233,6
0,2019-08-30,304,6
0,2019-08-31,84,6
0,2019-09-01,253,6
0,2019-09-02,610,6
0,2019-09-03,379,6
0,2019-09-04,389,6
0,2019-09-05,273,6
0,2019-09-06,287,6
0,2019-09-07,398,6
0,2019-09-08,364,6
0,2019-09-09,265,6
0,2019-09-10,202,6
0,2019-09-11,256,6
0,2019-09-12,287,6
0,2019-09-13,243,6
0,2019-09-14,274,6
0,2019-09-15,438,6
0,2019-09-16,326,6
0,2019-09-17,238,6
0,2019-09-18,145,6
0,2019-09-19,349,6
0,2019-09-20,392,6
0,2019-09-21,180,6
0,2019-09-22,385,6
0,2019-09-23,347,6
0,2019-09-24,212,6
0,2019-09-25,305,6
0,2019-09-26,303,6
0,2019-09-27,190,6
0,2019-09-28,227,6
0,2019-09-29,339,6
0,2019-09-30,258,6
0,2019-10-01,335,6
0,2019-10-02,308,6
0,2019-10-03,269,6
0,2019-10-04,316,6
0,2019-10-05,281,6
0,2019-10-06,305,6
0,2019-10-07,525,6
0,2019-10-08,349,6
0,2019-10-09,360,6
0,2019-10-10,241,6
0,2019-10-11,252,6
0,2019-10-12,341,6
0,2019-10-13,346,6
0,2019-10-14,289,6
0,2019-10-15,200,6
0,2019-10-16,252,6
0,2019-10-17,229,6
0,2019-10-18,226,6
0,2019-10-19,395,6
0,2019-10-20,192,6
0,2019-10-21,174,6
0,2019-10-22,294,6
0,2019-10-23,240,6
0,2019-10-24,319,6
0,2019-10-25,246,6
0,2019-10-26,350,6
0,2019-10-27,203,6
0,2019-10-28,257,6
0,2019-10-29,227,6
0,2019-10-30,260,6
0,2019-10-31,240,6
0,2019-11-01,502,6
0,2019-11-02,331,6
0,2019-11-03,307,6
0,2019-11-04,272,6
0,2019-11-05,289,6
0,2019-11-06,212,6
0,2019-11-07,259,6
0,2019-11-08,321,6
0,2019-11-09,175,6
0,2019-11-10,373,6
0,2019-11-11,315,6
0,2019-11-12,264,6
0,2019-11-13,241,6
0,2019-11-14,260,6
0,2019-11-15,274,6
0,2019-11-16,430,6
0,2019-11-17,269,6
0,2019-11-18,176,6
0,2019-11-19,190,6
0,2019-11-20,211,6
0,2019-11-21,313,6
0,2019-11-22,326,6
0,2019-11-23,259,6
0,2019-11-24,316,6
0,2019-11-25,280,6
0,2019-11-26,421,6
0,2019-11-27,186,6
0,2019-11-28,293,6
0,2019-11-29,339,6
0,2019-11-30,279,6
0,2019-12-01,317,6
0,2019-12-02,239,6
0,2019-12-03,283,6
0,2019-12-04,236,6
0,2019-12-05,337,6
0,2019-12-06,349,6
0,2019-12-07,315,6
0,2019-12-08,200,6
0,2019-12-09,239,6
0,2019-12-10,275,6
0,2019-12-11,215,6
0,2019-12-12,129,6
0,2019-12-13,392,6
0,2019-12-14,182,6
0,2019-12-15,288,6
0,2019-12-16,320,6
0,2019-12-17,258,6
0,2019-12-18,208,6
0,2019-12-19,152,6
0,2019-12-20,295,6
0,2019-12-21,232,6
0,2019-12-22,182,6
0,2019-12-23,354,6
0,2019-12-24,400,6
0,2019-12-25,274,6
0,2019-12-26,258,6
0,2019-12-27,352,6
0,2019-12-28,347,6
0,2019-12-29,310,6
0,2019-12-30,338,6
0,2019-12-31,327,6
0,2020-01-01,267,6
0,2020-01-02,252,6
0,2020-01-03,208,6
0,2020-01-04,427,6
0,2020-01-05,202,6
0,2020-01-06,386,6
0,2020-01-07,342,6
0,2020-01-08,367,6
0,2020-01-09,238,6
0,2020-01-10,225,6
0,2020-01-11,157,6
0,2020-01-12,282,6
0,2020-01-13,115,6
0,2020-01-14,452,6
0,2020-01-15,210,6
0,2020-01-16,303,6
0,2020-01-17,278,6
0,2020-01-18,421,6
0,2020-01-19,271,6
0,2020-01-20,306,6
0,2020-01-21,292,6
0,2020-01-22,460,6
0,2020-01-23,331,6
0,2020-01-24,368,6
0,2020-01-25,390,6
0,2020-01-26,304,6
0,2020-01-27,213,6
0,2020-01-28,232,6
0,2020-01-29,403,6
0,2020-01-30,425,6
0,2020-01-31,255,6
1,2019-02-01,8,6
1,2019-02-02,47,6
1,2019-02-03,6,6
1,2019-02-04,11,6
1,2019-02-05,43,6
1,2019-02-06,0,6
1,2019-02-07,6,6
1,2019-02-08,0,6
1,2019-02-09,84,6
1,2019-02-10,61,6
1,2019-02-11,11,6
1,2019-02-12,20,6
1,2019-02-13,5,6
1,2019-02-14,0,6
1,2019-02-15,7,6
1,2019-02-16,24,6
1,2019-02-17,16,6
1,2019-02-18,0,6
1,2019-02-19,0,6
1,2019-02-20,5,6
1,2019-02-21,0,6
1,2019-02-22,0,6
1,2019-02-23,0,6
1,2019-02-24,2,6
1,2019-02-25,6,6
1,2019-02-26,0,6
1,2019-02-27,18,6
1,2019-02-28,10,6
1,2019-03-01,0,6
1,2019-03-02,31,6
1,2019-03-03,20,6
1,2019-03-04,0,6
1,2019-03-05,0,6
1,2019-03-06,0,6
1,2019-03-07,6,6
1,2019-03-08,0,6
1,2019-03-09,5,6
1,2019-03-10,28,6
1,2019-03-11,0,6
1,2019-03-12,0,6
1,2019-03-13,0,6
1,2019-03-14,0,6
1,2019-03-15,0,6
1,2019-03-16,37,6
1,2019-03-17,11,6
1,2019-03-18,0,6
1,2019-03-19,0,6
1,2019-03-20,6,6
1,2019-03-21,0,6
1,2019-03-22,0,6
1,2019-03-23,7,6
1,2019-03-24,20,6
1,2019-03-25,15,6
1,2019-03-26,1,6
1,2019-03-27,31,6
1,2019-03-28,1,6
1,2019-03-29,5,6
1,2019-03-30,147,6
1,2019-03-31,146,6
1,2019-04-01,0,6
1,2019-04-02,0,6
1,2019-04-03,2,6
1,2019-04-04,49,6
1,2019-04-05,6,6
1,2019-04-06,0,6
1,2019-04-07,16,6
1,2019-04-08,2,6
1,2019-04-09,4,6
1,2019-04-10,0,6
1,2019-04-11,31,6
1,2019-04-12,2,6
1,2019-04-13,0,6
1,2019-04-14,0,6
1,2019-04-15,0,6
1,2019-04-16,57,6
1,2019-04-17,0,6
1,2019-04-18,0,6
1,2019-04-19,0,6
1,2019-04-20,0,6
1,2019-04-21,10,6
1,2019-04-22,5,6
1,2019-04-23,0,6
1,2019-04-24,0,6
1,2019-04-25,0,6
1,2019-04-26,0,6
1,2019-04-27,6,6
1,2019-04-28,6,6
1,2019-04-29,0,6
1,2019-04-30,0,6
1,2019-05-01,0,6
1,2019-05-02,0,6
1,2019-05-03,0,6
1,2019-05-04,0,6
1,2019-05-05,5,6
1,2019-05-06,0,6
1,2019-05-07,0,6
1,2019-05-08,0,6
1,2019-05-09,10,6
1,2019-05-10,6,6
1,2019-05-11,6,6
1,2019-05-12,0,6
1,2019-05-13,0,6
1,2019-05-14,0,6
1,2019-05-15,5,6
1,2019-05-16,0,6
1,2019-05-17,10,6
1,2019-05-18,6,6
1,2019-05-19,0,6
1,2019-05-20,0,6
1,2019-05-21,18,6
1,2019-05-22,255,6
1,2019-05-23,31,6
1,2019-05-24,120,6
1,2019-05-25,85,6
1,2019-05-26,6,6
1,2019-05-27,0,6
1,2019-05-28,0,6
1,2019-05-29,0,6
1,2019-05-30,0,6
1,2019-05-31,6,6
1,2019-06-01,13,6
1,2019-06-02,13,6
1,2019-06-03,0,6
1,2019-06-04,0,6
1,2019-06-05,0,6
1,2019-06-06,0,6
1,2019-06-07,0,6
1,2019-06-08,34,6
1,2019-06-09,16,6
1,2019-06-10,4,6
1,2019-06-11,0,6
1,2019-06-12,6,6
1,2019-06-13,10,6
1,2019-06-14,6,6
1,2019-06-15,34,6
1,2019-06-16,119,6
1,2019-06-17,7,6
1,2019-06-18,0,6
1,2019-06-19,0,6
1,2019-06-20,8,6
1,2019-06-21,11,6
1,2019-06-22,6,6
1,2019-06-23,13,6
1,2019-06-24,16,6
1,2019-06-25,7,6
1,2019-06-26,9,6
1,2019-06-27,3,6
1,2019-06-28,5,6
1,2019-06-29,0,6
1,2019-06-30,4,6
1,2019-07-01,1,6
1,2019-07-02,0,6
1,2019-07-03,6,6
1,2019-07-04,12,6
1,2019-07-05,0,6
1,2019-07-06,11,6
1,2019-07-07,5,6
1,2019-07-08,6,6
1,2019-07-09,0,6
1,2019-07-10,7,6
1,2019-07-11,0,6
1,2019-07-12,0,6
1,2019-07-13,0,6
1,2019-07-14,0,6
1,2019-07-15,0,6
1,2019-07-16,6,6
1,2019-07-17,0,6
1,2019-07-18,8,6
1,2019-07-19,2,6
1,2019-07-20,20,6
1,2019-07-21,0,6
1,2019-07-22,1,6
1,2019-07-23,0,6
1,2019-07-24,5,6
1,2019-07-25,0,6
1,2019-07-26,0,6
1,2019-07-27,0,6
1,2019-07-28,3,6
1,2019-07-29,0,6
1,2019-07-30,2,6
1,2019-07-31,0,6
1,2019-08-01,0,6
1,2019-08-02,0,6
1,2019-08-03,0,6
1,2019-08-04,3,6
1,2019-08-05,0,6
1,2019-08-06,0,6
1,2019-08-07,168,6
1,2019-08-08,4,6
1,2019-08-09,0,6
1,2019-08-10,283,6
1,2019-08-11,6,6
1,2019-08-12,0,6
1,2019-08-13,11,6
1,2019-08-14,3,6
1,2019-08-15,0,6
1,2019-08-16,0,6
1,2019-08-17,0,6
1,2019-08-18,3,6
1,2019-08-19,0,6
1,2019-08-20,2,6
1,2019-08-21,3,6
1,2019-08-22,0,6
1,2019-08-23,0,6
1,2019-08-24,0,6
1,2019-08-25,0,6
1,2019-08-26,15,6
1,2019-08-27,10,6
1,2019-08-28,4,6
1,2019-08-29,5,6
1,2019-08-30,0,6
1,2019-08-31,4,6
1,2019-09-01,1,6
1,2019-09-02,3,6
1,2019-09-03,8,6
1,2019-09-04,1,6
1,2019-09-05,5,6
1,2019-09-06,23,6
1,2019-09-07,0,6
1,2019-09-08,0,6
1,2019-09-09,6,6
1,2019-09-10,3,6
1,2019-09-11,3,6
1,2019-09-12,2,6
1,2019-09-13,2,6
1,2019-09-14,6,6
1,2019-09-15,7,6
1,2019-09-16,7,6
1,2019-09-17,0,6
1,2019-09-18,6,6
1,2019-09-19,0,6
1,2019-09-20,3,6
1,2019-09-21,12,6
1,2019-09-22,8,6
1,2019-09-23,10,6
1,2019-09-24,2,6
1,2019-09-25,4,6
1,2019-09-26,10,6
1,2019-09-27,9,6
1,2019-09-28,29,6
1,2019-09-29,11,6
1,2019-09-30,0,6
1,2019-10-01,5,6
1,2019-10-02,1,6
1,2019-10-03,0,6
1,2019-10-04,4,6
1,2019-10-05,7,6
1,2019-10-06,1,6
1,2019-10-07,3,6
1,2019-10-08,18,6
1,2019-10-09,0,6
1,2019-10-10,0,6
1,2019-10-11,19,6
1,2019-10-12,0,6
1,2019-10-13,0,6
1,2019-10-14,5,6
1,2019-10-15,11,6
1,2019-10-16,0,6
1,2019-10-17,0,6
1,2019-10-18,0,6
1,2019-10-19,5,6
1,2019-10-20,17,6
1,2019-10-21,3,6
1,2019-10-22,0,6
1,2019-10-23,11,6
1,2019-10-24,11,6
1,2019-10-25,24,6
1,2019-10-26,6,6
1,2019-10-27,5,6
1,2019-10-28,6,6
1,2019-10-29,0,6
1,2019-10-30,2,6
1,2019-10-31,0,6
1,2019-11-01,0,6
1,2019-11-02,146,6
1,2019-11-03,0,6
1,2019-11-04,15,6
1,2019-11-05,6,6
1,2019-11-06,0,6
1,2019-11-07,0,6
1,2019-11-08,0,6
1,2019-11-09,31,6
1,2019-11-10,3,6
1,2019-11-11,0,6
1,2019-11-12,3,6
1,2019-11-13,0,6
1,2019-11-14,3,6
1,2019-11-15,5,6
1,2019-11-16,3,6
1,2019-11-17,4,6
1,2019-11-18,10,6
1,2019-11-19,0,6
1,2019-11-20,0,6
1,2019-11-21,3,6
1,2019-11-22,0,6
1,2019-11-23,3,6
1,2019-11-24,3,6
1,2019-11-25,1,6
1,2019-11-26,3,6
1,2019-11-27,9,6
1,2019-11-28,3,6
1,2019-11-29,38,6
1,2019-11-30,0,6
1,2019-12-01,0,6
1,2019-12-02,5,6
1,2019-12-03,0,6
1,2019-12-04,0,6
1,2019-12-05,0,6
1,2019-12-06,0,6
1,2019-12-07,0,6
1,2019-12-08,0,6
1,2019-12-09,0,6
1,2019-12-10,0,6
1,2019-12-11,0,6
1,2019-12-12,2,6
1,2019-12-13,16,6
1,2019-12-14,0,6
1,2019-12-15,6,6
1,2019-12-16,4,6
1,2019-12-17,0,6
1,2019-12-18,4,6
1,2019-12-19,1,6
1,2019-12-20,0,6
1,2019-12-21,0,6
1,2019-12-22,3,6
1,2019-12-23,3,6
1,2019-12-24,3,6
1,2019-12-25,25,6
1,2019-12-26,4,6
1,2019-12-27,0,6
1,2019-12-28,0,6
1,2019-12-29,8,6
1,2019-12-30,13,6
1,2019-12-31,7,6
1,2020-01-01,3,6
1,2020-01-02,0,6
1,2020-01-03,3,6
1,2020-01-04,0,6
1,2020-01-05,0,6
1,2020-01-06,0,6
1,2020-01-07,0,6
1,2020-01-08,0,6
1,2020-01-09,84,6
1,2020-01-10,46,6
1,2020-01-11,3,6
1,2020-01-12,3,6
1,2020-01-13,0,6
1,2020-01-14,0,6
1,2020-01-15,0,6
1,2020-01-16,4,6
1,2020-01-17,0,6
1,2020-01-18,0,6
1,2020-01-19,215,6
1,2020-01-20,14,6
1,2020-01-21,3,6
1,2020-01-22,0,6
1,2020-01-23,0,6
1,2020-01-24,0,6
1,2020-01-25,0,6
1,2020-01-26,0,6
1,2020-01-27,4,6
1,2020-01-28,1,6
1,2020-01-29,0,6
1,2020-01-30,10,6
1,2020-01-31,28,6
2,2019-02-01,0,3
2,2019-02-02,0,3
2,2019-02-03,0,3
2,2019-02-04,0,3
2,2019-02-05,0,3
2,2019-02-06,0,3
2,2019-02-07,0,3
2,2019-02-08,0,3
2,2019-02-09,0,3
2,2019-02-10,0,3
2,2019-02-11,0,3
2,2019-02-12,0,3
2,2019-02-13,0,3
2,2019-02-14,0,3
2,2019-02-15,0,3
2,2019-02-16,14,3
2,2019-02-17,0,3
2,2019-02-18,0,3
2,2019-02-19,0,3
2,2019-02-20,8,3
2,2019-02-21,0,3
2,2019-02-22,0,3
2,2019-02-23,0,3
2,2019-02-24,0,3
2,2019-02-25,0,3
2,2019-02-26,50,3
2,2019-02-27,0,3
2,2019-02-28,0,3
2,2019-03-01,0,3
2,2019-03-02,35,3
2,2019-03-03,9,3
2,2019-03-04,0,3
2,2019-03-05,0,3
2,2019-03-06,0,3
2,2019-03-07,9,3
2,2019-03-08,0,3
2,2019-03-09,0,3
2,2019-03-10,0,3
2,2019-03-11,8,3
2,2019-03-12,0,3
2,2019-03-13,0,3
2,2019-03-14,0,3
2,2019-03-15,0,3
2,2019-03-16,6,3
2,2019-03-17,0,3
2,2019-03-18,16,3
2,2019-03-19,7,3
2,2019-03-20,6,3
2,2019-03-21,0,3
2,2019-03-22,0,3
2,2019-03-23,0,3
2,2019-03-24,6,3
2,2019-03-25,0,3
2,2019-03-26,0,3
2,2019-03-27,0,3
2,2019-03-28,0,3
2,2019-03-29,0,3
2,2019-03-30,5,3
2,2019-03-31,8,3
2,2019-04-01,0,3
2,2019-04-02,6,3
2,2019-04-03,6,3
2,2019-04-04,0,3
2,2019-04-05,1,3
2,2019-04-06,0,3
2,2019-04-07,4,3
2,2019-04-08,0,3
2,2019-04-09,12,3
2,2019-04-10,0,3
2,2019-04-11,0,3
2,2019-04-12,0,3
2,2019-04-13,0,3
2,2019-04-14,0,3
2,2019-04-15,0,3
2,2019-04-16,0,3
2,2019-04-17,0,3
2,2019-04-18,0,3
2,2019-04-19,0,3
2,2019-04-20,0,3
2,2019-04-21,0,3
2,2019-04-22,0,3
2,2019-04-23,0,3
2,2019-04-24,5,3
2,2019-04-25,0,3
2,2019-04-26,0,3
2,2019-04-27,0,3
2,2019-04-28,9,3
2,2019-04-29,1,3
2,2019-04-30,0,3
2,2019-05-01,0,3
2,2019-05-02,6,3
2,2019-05-03,0,3
2,2019-05-04,0,3
2,2019-05-05,0,3
2,2019-05-06,0,3
2,2019-05-07,0,3
2,2019-05-08,0,3
2,2019-05-09,0,3
2,2019-05-10,0,3
2,2019-05-11,0,3
2,2019-05-12,0,3
2,2019-05-13,0,3
2,2019-05-14,0,3
2,2019-05-15,0,3
2,2019-05-16,0,3
2,2019-05-17,0,3
2,2019-05-18,0,3
2,2019-05-19,9,3
2,2019-05-20,0,3
2,2019-05-21,0,3
2,2019-05-22,0,3
2,2019-05-23,0,3
2,2019-05-24,0,3
2,2019-05-25,0,3
2,2019-05-26,0,3
2,2019-05-27,0,3
2,2019-05-28,0,3
2,2019-05-29,0,3
2,2019-05-30,0,3
2,2019-05-31,16,3
2,2019-06-01,0,3
2,2019-06-02,0,3
2,2019-06-03,0,3
2,2019-06-04,0,3
2,2019-06-05,8,3
2,2019-06-06,0,3
2,2019-06-07,6,3
2,2019-06-08,0,3
2,2019-06-09,0,3
2,2019-06-10,0,3
2,2019-06-11,0,3
2,2019-06-12,0,3
2,2019-06-13,0,3
2,2019-06-14,0,3
2,2019-06-15,0,3
2,2019-06-16,1,3
2,2019-06-17,0,3
2,2019-06-18,0,3
2,2019-06-19,15,3
2,2019-06-20,0,3
2,2019-06-21,4,3
2,2019-06-22,0,3
2,2019-06-23,0,3
2,2019-06-24,7,3
2,2019-06-25,0,3
2,2019-06-26,8,3
2,2019-06-27,0,3
2,2019-06-28,0,3
2,2019-06-29,0,3
2,2019-06-30,1,3
2,2019-07-01,0,3
2,2019-07-02,0,3
2,2019-07-03,0,3
2,2019-07-04,0,3
2,2019-07-05,0,3
2,2019-07-06,0,3
2,2019-07-07,6,3
2,2019-07-08,0,3
2,2019-07-09,6,3
2,2019-07-10,0,3
2,2019-07-11,4,3
2,2019-07-12,0,3
2,2019-07-13,0,3
2,2019-07-14,7,3
2,2019-07-15,0,3
2,2019-07-16,0,3
2,2019-07-17,0,3
2,2019-07-18,5,3
2,2019-07-19,88,3
2,2019-07-20,0,3
2,2019-07-21,26,3
2,2019-07-22,1,3
2,2019-07-23,0,3
2,2019-07-24,7,3
2,2019-07-25,90,3
2,2019-07-26,98,3
2,2019-07-27,47,3
2,2019-07-28,116,3
2,2019-07-29,69,3
2,2019-07-30,0,3
2,2019-07-31,5,3
2,2019-08-01,0,3
2,2019-08-02,0,3
2,2019-08-03,0,3
2,2019-08-04,0,3
2,2019-08-05,0,3
2,2019-08-06,0,3
2,2019-08-07,10,3
2,2019-08-08,0,3
2,2019-08-09,0,3
2,2019-08-10,0,3
2,2019-08-11,0,3
2,2019-08-12,6,3
2,2019-08-13,0,3
2,2019-08-14,0,3
2,2019-08-15,0,3
2,2019-08-16,0,3
2,2019-08-17,0,3
2,2019-08-18,0,3
2,2019-08-19,0,3
2,2019-08-20,0,3
2,2019-08-21,0,3
2,2019-08-22,0,3
2,2019-08-23,11,3
2,2019-08-24,5,3
2,2019-08-25,8,3
2,2019-08-26,0,3
2,2019-08-27,0,3
2,2019-08-28,12,3
2,2019-08-29,23,3
2,2019-08-30,4,3
2,2019-08-31,0,3
2,2019-09-01,0,3
2,2019-09-02,0,3
2,2019-09-03,0,3
2,2019-09-04,0,3
2,2019-09-05,20,3
2,2019-09-06,17,3
2,2019-09-07,32,3
2,2019-09-08,21,3
2,2019-09-09,35,3
2,2019-09-10,15,3
2,2019-09-11,25,3
2,2019-09-12,23,3
2,2019-09-13,29,3
2,2019-09-14,37,3
2,2019-09-15,26,3
2,2019-09-16,28,3
2,2019-09-17,41,3
2,2019-09-18,10,3
2,2019-09-19,23,3
2,2019-09-20,37,3
2,2019-09-21,32,3
2,2019-09-22,26,3
2,2019-09-23,21,3
2,2019-09-24,29,3
2,2019-09-25,20,3
2,2019-09-26,23,3
2,2019-09-27,10,3
2,2019-09-28,0,3
2,2019-09-29,0,3
2,2019-09-30,44,3
2,2019-10-01,15,3
2,2019-10-02,59,3
2,2019-10-03,43,3
2,2019-10-04,16,3
2,2019-10-05,29,3
2,2019-10-06,38,3
2,2019-10-07,37,3
2,2019-10-08,37,3
2,2019-10-09,30,3
2,2019-10-10,40,3
2,2019-10-11,28,3
2,2019-10-12,34,3
2,2019-10-13,24,3
2,2019-10-14,29,3
2,2019-10-15,26,3
2,2019-10-16,33,3
2,2019-10-17,22,3
2,2019-10-18,22,3
2,2019-10-19,37,3
2,2019-10-20,23,3
2,2019-10-21,114,3
2,2019-10-22,39,3
2,2019-10-23,26,3
2,2019-10-24,31,3
2,2019-10-25,28,3
2,2019-10-26,32,3
2,2019-10-27,28,3
2,2019-10-28,26,3
2,2019-10-29,1,3
2,2019-10-30,1,3
2,2019-10-31,0,3
2,2019-11-01,1,3
2,2019-11-02,1,3
2,2019-11-03,16,3
2,2019-11-04,23,3
2,2019-11-05,27,3
2,2019-11-06,30,3
2,2019-11-07,28,3
2,2019-11-08,28,3
2,2019-11-09,32,3
2,2019-11-10,30,3
2,2019-11-11,35,3
2,2019-11-12,6,3
2,2019-11-13,1,3
2,2019-11-14,6,3
2,2019-11-15,48,3
2,2019-11-16,16,3
2,2019-11-17,23,3
2,2019-11-18,39,3
2,2019-11-19,22,3
2,2019-11-20,32,3
2,2019-11-21,21,3
2,2019-11-22,21,3
2,2019-11-23,33,3
2,2019-11-24,36,3
2,2019-11-25,42,3
2,2019-11-26,15,3
2,2019-11-27,31,3
2,2019-11-28,31,3
2,2019-11-29,45,3
2,2019-11-30,28,3
2,2019-12-01,20,3
2,2019-12-02,27,3
2,2019-12-03,32,3
2,2019-12-04,53,3
2,2019-12-05,21,3
2,2019-12-06,17,3
2,2019-12-07,27,3
2,2019-12-08,42,3
2,2019-12-09,27,3
2,2019-12-10,44,3
2,2019-12-11,32,3
2,2019-12-12,29,3
2,2019-12-13,33,3
2,2019-12-14,31,3
2,2019-12-15,32,3
2,2019-12-16,49,3
2,2019-12-17,38,3
2,2019-12-18,12,3
2,2019-12-19,25,3
2,2019-12-20,32,3
2,2019-12-21,32,3
2,2019-12-22,41,3
2,2019-12-23,26,3
2,2019-12-24,35,3
2,2019-12-25,43,3
2,2019-12-26,32,3
2,2019-12-27,28,3
2,2019-12-28,29,3
2,2019-12-29,44,3
2,2019-12-30,34,3
2,2019-12-31,36,3
2,2020-01-01,28,3
2,2020-01-02,35,3
2,2020-01-03,33,3
2,2020-01-04,17,3
2,2020-01-05,26,3
2,2020-01-06,35,3
2,2020-01-07,33,3
2,2020-01-08,30,3
2,2020-01-09,47,3
2,2020-01-10,21,3
